Product ID,Product Name,Product Category,Color,Size,Unit Price,Sale Date,Order ID,Customer ID,State,Region,Sales Channel,Units Sold,Revenue,Discount,Profit
RD007,Jumbo Rubber Duck,Large,Purple,Standard,18.9,2025-03-13,ORD100902,CUST3605,NY,Mid-Atlantic,Wholesale,9,170.1,0.0,66.7
RD004,Superhero Rubber Duck,Themed,Orange,Standard,4.53,2023-06-11,ORD100903,CUST1414,ME,Northeast,Retail,1,4.3,0.23,2.23
RD008,Holiday Rubber Duck,Seasonal,Purple,Standard,9.02,2024-05-17,ORD100904,CUST5267,NC,South,Online,15,121.77,13.53,54.33
RD005,Glow Rubber Duck,Specialty,Yellow,Mini,17.17,2023-09-09,ORD100905,CUST5627,NH,Northeast,Wholesale,41,703.97,0.0,367.66
RD003,Princess Rubber Duck,Themed,Yellow,Standard,14.37,2025-10-02,ORD100906,CUST2205,ME,Northeast,Marketplace,24,327.64,17.24,138.75
RD002,Pirate Rubber Duck,Themed,Pink,Mini,12.81,2024-01-04,ORD100907,CUST3927,DC,Mid-Atlantic,Online,21,228.66,40.35,53.23
RD002,Pirate Rubber Duck,Themed,Yellow,Mini,14.15,2024-06-05,ORD100908,CUST1484,FL,South,Online,40,566.0,0.0,288.89
RD003,Princess Rubber Duck,Themed,Yellow,Large,6.4,2024-03-26,ORD100909,CUST3073,PA,Mid-Atlantic,Wholesale,14,89.6,0.0,41.94
RD005,Glow Rubber Duck,Specialty,Green,Large,24.01,2025-10-12,ORD100910,CUST7552,IL,Midwest,Retail,23,497.01,55.22,184.03
RD005,Glow Rubber Duck,Specialty,Orange,Large,18.42,2023-07-30,ORD100911,CUST6105,NJ,Mid-Atlantic,Retail,46,762.59,84.73,177.54
RD004,Superhero Rubber Duck,Themed,Orange,Standard,22.53,2023-08-09,ORD100912,CUST8033,IA,Midwest,Retail,28,567.76,63.08,155.21
RD006,Mini Rubber Duck,Mini,Pink,Large,21.2,2025-11-13,ORD100913,CUST7714,AR,South,Wholesale,29,584.06,30.74,170.69
RD006,Mini Rubber Duck,Mini,Blue,Mini,6.4,2025-01-02,ORD100914,CUST4525,OH,Midwest,Wholesale,21,114.24,20.16,27.19
RD006,Mini Rubber Duck,Mini,Green,Large,6.56,2024-03-13,ORD100915,CUST6268,PA,Mid-Atlantic,Retail,21,137.76,0.0,51.08
RD002,Pirate Rubber Duck,Themed,Purple,Large,16.63,2024-07-23,ORD100916,CUST2225,WI,Midwest,Marketplace,34,537.15,28.27,268.16
RD007,Jumbo Rubber Duck,Large,Yellow,Standard,10.71,2025-10-18,ORD100917,CUST7901,TX,South,Online,13,139.23,0.0,48.64
RD002,Pirate Rubber Duck,Themed,Pink,Mini,16.62,2023-02-13,ORD100918,CUST1076,IN,Midwest,Marketplace,38,536.83,94.73,215.3
RD005,Glow Rubber Duck,Specialty,Yellow,Standard,4.77,2023-02-03,ORD100919,CUST2558,DE,Mid-Atlantic,Marketplace,35,166.95,0.0,77.74
RD005,Glow Rubber Duck,Specialty,Green,Large,19.82,2024-10-03,ORD100920,CUST1771,FL,South,Marketplace,26,515.32,0.0,211.74
RD005,Glow Rubber Duck,Specialty,Yellow,Mini,21.81,2023-07-30,ORD100921,CUST1783,MO,Midwest,Online,8,157.03,17.45,37.61
RD003,Princess Rubber Duck,Themed,Blue,Large,22.08,2023-06-30,ORD100922,CUST7043,VT,Northeast,Online,47,882.1,155.66,356.39
RD001,Classic Rubber Duck,Classic,Purple,Large,4.89,2024-11-05,ORD100923,CUST7218,OK,South,Wholesale,4,17.6,1.96,8.43
RD003,Princess Rubber Duck,Themed,Purple,Standard,13.66,2025-04-26,ORD100924,CUST3004,MD,Mid-Atlantic,Retail,9,110.65,12.29,28.84
RD008,Holiday Rubber Duck,Seasonal,Pink,Large,10.75,2024-06-24,ORD100925,CUST2356,WI,Midwest,Wholesale,47,429.46,75.79,173.57
RD004,Superhero Rubber Duck,Themed,Green,Standard,5.63,2024-03-18,ORD100926,CUST4078,DC,Mid-Atlantic,Marketplace,32,180.16,0.0,89.52
RD002,Pirate Rubber Duck,Themed,Purple,Standard,21.08,2024-09-30,ORD100927,CUST3523,SC,South,Online,49,929.63,103.29,268.44
RD003,Princess Rubber Duck,Themed,Yellow,Standard,12.09,2024-01-20,ORD100928,CUST7931,PA,Mid-Atlantic,Retail,29,333.08,17.53,106.93
RD005,Glow Rubber Duck,Specialty,Yellow,Standard,6.13,2024-05-07,ORD100929,CUST4064,NM,West,Wholesale,30,183.9,0.0,66.89
RD001,Classic Rubber Duck,Classic,Pink,Standard,15.14,2023-06-22,ORD100930,CUST4474,NE,Midwest,Retail,23,313.4,34.82,146.4
RD007,Jumbo Rubber Duck,Large,Yellow,Large,14.66,2023-07-20,ORD100931,CUST7267,CO,West,Marketplace,4,49.84,8.8,19.46
RD004,Superhero Rubber Duck,Themed,Orange,Standard,12.45,2025-10-07,ORD100932,CUST2788,SC,South,Online,39,437.0,48.55,154.22
RD004,Superhero Rubber Duck,Themed,Yellow,Standard,6.41,2025-12-25,ORD100933,CUST4710,NH,Northeast,Marketplace,3,17.31,1.92,7.51
RD007,Jumbo Rubber Duck,Large,Blue,Standard,8.61,2023-12-17,ORD100934,CUST5718,MI,Midwest,Wholesale,45,348.7,38.75,126.38
RD001,Classic Rubber Duck,Classic,Blue,Standard,14.56,2024-05-03,ORD100935,CUST2137,NH,Northeast,Retail,45,556.92,98.28,141.02
RD003,Princess Rubber Duck,Themed,Blue,Standard,6.97,2023-02-12,ORD100936,CUST2261,MS,South,Retail,1,5.92,1.05,2.04
RD001,Classic Rubber Duck,Classic,Green,Mini,24.35,2024-05-21,ORD100937,CUST1740,UT,West,Online,38,925.3,0.0,395.96
RD005,Glow Rubber Duck,Specialty,Pink,Large,14.56,2023-07-24,ORD100938,CUST6499,MD,Mid-Atlantic,Marketplace,49,677.77,35.67,218.45
RD008,Holiday Rubber Duck,Seasonal,Pink,Standard,9.39,2023-01-28,ORD100939,CUST6467,TN,South,Marketplace,32,270.43,30.05,107.85
RD002,Pirate Rubber Duck,Themed,Blue,Large,14.9,2025-04-20,ORD100940,CUST3320,AR,South,Wholesale,41,610.9,0.0,313.41
RD008,Holiday Rubber Duck,Seasonal,Blue,Standard,16.12,2023-07-02,ORD100941,CUST2768,NH,Northeast,Wholesale,45,616.59,108.81,224.98
RD008,Holiday Rubber Duck,Seasonal,Orange,Standard,9.56,2025-03-11,ORD100942,CUST5526,WA,West,Wholesale,44,378.58,42.06,95.91
RD004,Superhero Rubber Duck,Themed,Orange,Standard,14.91,2025-07-20,ORD100943,CUST5725,RI,Northeast,Online,22,328.02,0.0,144.87
RD001,Classic Rubber Duck,Classic,Orange,Large,7.08,2024-08-16,ORD100944,CUST3664,NE,Midwest,Wholesale,44,295.94,15.58,115.01
RD008,Holiday Rubber Duck,Seasonal,Orange,Mini,20.79,2024-08-02,ORD100945,CUST1871,WV,South,Marketplace,1,17.67,3.12,8.1
RD005,Glow Rubber Duck,Specialty,Pink,Large,11.39,2024-12-18,ORD100946,CUST3540,MA,Northeast,Online,1,11.39,0.0,5.55
RD005,Glow Rubber Duck,Specialty,Green,Standard,8.12,2023-03-07,ORD100947,CUST5075,DC,Mid-Atlantic,Marketplace,38,308.56,0.0,147.28
RD007,Jumbo Rubber Duck,Large,Purple,Standard,22.74,2025-06-11,ORD100948,CUST3280,MI,Midwest,Retail,20,409.32,45.48,184.96
RD005,Glow Rubber Duck,Specialty,Orange,Mini,15.63,2025-08-02,ORD100949,CUST7159,DE,Mid-Atlantic,Marketplace,20,281.34,31.26,133.98
RD002,Pirate Rubber Duck,Themed,Green,Standard,13.27,2025-05-25,ORD100950,CUST7721,MD,Mid-Atlantic,Marketplace,21,250.8,27.87,92.77
RD001,Classic Rubber Duck,Classic,Blue,Large,24.1,2024-09-11,ORD100951,CUST9391,CA,West,Wholesale,27,650.7,0.0,234.93
RD003,Princess Rubber Duck,Themed,Blue,Standard,22.89,2025-03-15,ORD100952,CUST1097,MT,West,Marketplace,19,434.91,0.0,157.07
RD008,Holiday Rubber Duck,Seasonal,Pink,Large,5.14,2023-07-19,ORD100953,CUST8888,ME,Northeast,Wholesale,42,215.88,0.0,100.74
RD001,Classic Rubber Duck,Classic,Blue,Large,16.27,2025-11-23,ORD100954,CUST9115,CT,Northeast,Retail,33,536.91,0.0,201.13
RD004,Superhero Rubber Duck,Themed,Yellow,Mini,17.18,2024-02-16,ORD100955,CUST1000,PA,Mid-Atlantic,Retail,47,807.46,0.0,281.48
RD002,Pirate Rubber Duck,Themed,Green,Standard,9.18,2025-11-01,ORD100956,CUST1911,OR,West,Online,7,54.62,9.64,25.31
RD005,Glow Rubber Duck,Specialty,Purple,Large,24.63,2025-06-18,ORD100957,CUST3018,MO,Midwest,Marketplace,16,354.67,39.41,96.38
RD003,Princess Rubber Duck,Themed,Green,Standard,6.97,2024-02-15,ORD100958,CUST5751,NH,Northeast,Wholesale,48,317.83,16.73,152.99
RD002,Pirate Rubber Duck,Themed,Green,Standard,11.7,2023-08-08,ORD100959,CUST7960,ID,West,Retail,18,179.01,31.59,63.93
RD001,Classic Rubber Duck,Classic,Purple,Large,6.51,2023-03-11,ORD100960,CUST8282,MS,South,Online,25,162.75,0.0,65.89
RD006,Mini Rubber Duck,Mini,Pink,Large,22.52,2023-11-21,ORD100961,CUST9244,DE,Mid-Atlantic,Retail,30,608.04,67.56,302.48
RD006,Mini Rubber Duck,Mini,Green,Large,14.76,2024-11-25,ORD100962,CUST3294,CO,West,Wholesale,12,168.26,8.86,72.98
RD005,Glow Rubber Duck,Specialty,Orange,Large,23.23,2025-08-24,ORD100963,CUST3955,MI,Midwest,Wholesale,42,829.31,146.35,298.42
RD003,Princess Rubber Duck,Themed,Purple,Mini,24.05,2023-03-02,ORD100964,CUST4796,KY,South,Online,23,470.18,82.97,211.92
RD002,Pirate Rubber Duck,Themed,Yellow,Mini,13.99,2024-04-29,ORD100965,CUST7292,NE,Midwest,Marketplace,49,651.23,34.28,174.57
RD002,Pirate Rubber Duck,Themed,Orange,Large,9.25,2025-02-05,ORD100966,CUST1482,RI,Northeast,Retail,3,27.75,0.0,12.2
RD006,Mini Rubber Duck,Mini,Green,Large,13.43,2025-10-02,ORD100967,CUST5687,CT,Northeast,Retail,9,114.83,6.04,54.52
RD004,Superhero Rubber Duck,Themed,Blue,Mini,21.08,2023-07-17,ORD100968,CUST3302,DE,Mid-Atlantic,Online,13,274.04,0.0,110.84
RD006,Mini Rubber Duck,Mini,Green,Mini,15.47,2025-12-17,ORD100969,CUST4399,SD,Midwest,Marketplace,5,69.61,7.74,31.22
RD006,Mini Rubber Duck,Mini,Yellow,Large,22.88,2025-02-09,ORD100970,CUST2280,KY,South,Retail,9,205.92,0.0,90.66
RD005,Glow Rubber Duck,Specialty,Pink,Standard,14.46,2024-08-16,ORD100971,CUST6863,ME,Northeast,Online,4,52.06,5.78,25.71
RD003,Princess Rubber Duck,Themed,Orange,Large,15.21,2023-04-27,ORD100972,CUST2816,WV,South,Marketplace,16,219.02,24.34,85.22
RD005,Glow Rubber Duck,Specialty,Blue,Mini,11.09,2023-05-02,ORD100973,CUST9963,ME,Northeast,Wholesale,17,179.1,9.43,78.49
RD001,Classic Rubber Duck,Classic,Green,Large,5.52,2023-05-25,ORD100974,CUST2320,DE,Mid-Atlantic,Marketplace,37,204.24,0.0,94.67
RD003,Princess Rubber Duck,Themed,Green,Standard,4.87,2024-12-18,ORD100975,CUST5971,LA,South,Retail,3,12.42,2.19,3.99
RD001,Classic Rubber Duck,Classic,Orange,Standard,20.24,2023-02-07,ORD100976,CUST1854,ME,Northeast,Marketplace,13,223.65,39.47,60.39
RD007,Jumbo Rubber Duck,Large,Orange,Standard,18.72,2023-08-30,ORD100977,CUST6763,DE,Mid-Atlantic,Retail,36,640.22,33.7,317.48
RD006,Mini Rubber Duck,Mini,Yellow,Large,8.99,2023-04-04,ORD100978,CUST5094,OH,Midwest,Online,6,53.94,0.0,26.6
RD002,Pirate Rubber Duck,Themed,Pink,Mini,13.2,2024-05-15,ORD100979,CUST7517,NH,Northeast,Marketplace,19,250.8,0.0,118.24
RD002,Pirate Rubber Duck,Themed,Blue,Standard,9.24,2025-01-01,ORD100980,CUST5959,ME,Northeast,Wholesale,35,307.23,16.17,121.68
RD005,Glow Rubber Duck,Specialty,Purple,Large,22.74,2025-04-21,ORD100981,CUST8966,MD,Mid-Atlantic,Wholesale,21,477.54,0.0,256.2
RD002,Pirate Rubber Duck,Themed,Yellow,Standard,21.66,2024-03-07,ORD100982,CUST3325,NJ,Mid-Atlantic,Online,34,699.62,36.82,312.08
RD004,Superhero Rubber Duck,Themed,Pink,Standard,20.04,2023-03-11,ORD100983,CUST7294,NE,Midwest,Wholesale,8,160.32,0.0,68.18
RD002,Pirate Rubber Duck,Themed,Green,Standard,21.94,2025-02-22,ORD100984,CUST1727,VT,Northeast,Retail,25,466.23,82.27,216.82
RD004,Superhero Rubber Duck,Themed,Orange,Standard,17.85,2023-03-06,ORD100985,CUST1425,IN,Midwest,Wholesale,35,624.75,0.0,240.47
RD005,Glow Rubber Duck,Specialty,Yellow,Large,19.89,2023-04-27,ORD100986,CUST7358,NV,West,Wholesale,22,371.94,65.64,80.32
RD008,Holiday Rubber Duck,Seasonal,Green,Large,19.09,2025-02-19,ORD100987,CUST4903,SD,Midwest,Retail,50,859.05,95.45,390.74
RD001,Classic Rubber Duck,Classic,Pink,Large,18.32,2024-08-28,ORD100988,CUST7465,OK,South,Online,18,329.76,0.0,99.03
RD005,Glow Rubber Duck,Specialty,Pink,Mini,17.83,2024-10-19,ORD100989,CUST8271,GA,South,Marketplace,42,748.86,0.0,388.6
RD001,Classic Rubber Duck,Classic,Green,Mini,13.79,2024-03-22,ORD100990,CUST2303,OH,Midwest,Wholesale,23,269.59,47.58,76.3
RD006,Mini Rubber Duck,Mini,Blue,Mini,7.77,2025-10-10,ORD100991,CUST3858,MA,Northeast,Retail,50,349.65,38.85,149.62
RD001,Classic Rubber Duck,Classic,Orange,Large,17.74,2023-03-27,ORD100992,CUST4734,NY,Mid-Atlantic,Online,12,180.95,31.93,54.29
RD005,Glow Rubber Duck,Specialty,Yellow,Mini,18.24,2024-12-17,ORD100993,CUST9305,VA,South,Marketplace,23,419.52,0.0,167.75
RD002,Pirate Rubber Duck,Themed,Yellow,Large,8.97,2025-05-01,ORD100994,CUST7987,OR,West,Wholesale,21,169.53,18.84,45.72
RD003,Princess Rubber Duck,Themed,Green,Standard,16.74,2025-02-06,ORD100995,CUST1510,VT,Northeast,Retail,24,361.58,40.18,82.85
RD006,Mini Rubber Duck,Mini,Pink,Large,23.53,2024-03-09,ORD100996,CUST9326,VT,Northeast,Wholesale,38,894.14,0.0,468.03
RD004,Superhero Rubber Duck,Themed,Yellow,Mini,4.67,2023-06-10,ORD100997,CUST9249,SD,Midwest,Marketplace,47,208.52,10.97,88.84
RD002,Pirate Rubber Duck,Themed,Orange,Standard,5.07,2024-02-04,ORD100998,CUST4998,HI,West,Wholesale,31,133.59,23.58,50.41
RD004,Superhero Rubber Duck,Themed,Purple,Standard,13.56,2025-06-30,ORD100999,CUST6929,SC,South,Online,48,650.88,0.0,245.21
RD006,Mini Rubber Duck,Mini,Green,Mini,5.6,2025-07-08,ORD101000,CUST3052,MT,West,Retail,24,114.24,20.16,33.42
RD007,Jumbo Rubber Duck,Large,Yellow,Standard,6.89,2023-08-30,ORD101001,CUST7898,NM,West,Retail,17,105.42,11.71,42.71
RD008,Holiday Rubber Duck,Seasonal,Orange,Large,22.39,2024-06-23,ORD101002,CUST8698,NJ,Mid-Atlantic,Online,1,21.27,1.12,10.52
RD003,Princess Rubber Duck,Themed,Green,Standard,4.49,2025-12-20,ORD101003,CUST6805,MA,Northeast,Retail,11,49.39,0.0,25.53
RD007,Jumbo Rubber Duck,Large,Orange,Large,18.94,2024-11-20,ORD101004,CUST2765,NV,West,Online,8,136.37,15.15,34.19
RD002,Pirate Rubber Duck,Themed,Pink,Standard,23.11,2025-06-11,ORD101005,CUST3205,MS,South,Retail,41,805.38,142.13,203.55
RD002,Pirate Rubber Duck,Themed,Blue,Large,16.45,2025-06-17,ORD101006,CUST5576,NY,Mid-Atlantic,Online,24,335.58,59.22,120.48
RD004,Superhero Rubber Duck,Themed,Pink,Mini,11.15,2025-02-25,ORD101007,CUST3346,MS,South,Online,37,350.67,61.88,135.6
RD004,Superhero Rubber Duck,Themed,Blue,Mini,9.83,2024-08-06,ORD101008,CUST5716,ND,Midwest,Wholesale,40,353.88,39.32,167.16
RD008,Holiday Rubber Duck,Seasonal,Blue,Large,22.58,2023-08-06,ORD101009,CUST5565,IL,Midwest,Retail,19,386.12,42.9,87.01
RD002,Pirate Rubber Duck,Themed,Orange,Large,21.6,2023-03-23,ORD101010,CUST4197,MD,Mid-Atlantic,Online,49,1005.48,52.92,521.96
RD008,Holiday Rubber Duck,Seasonal,Blue,Standard,8.26,2025-12-02,ORD101011,CUST5832,VT,Northeast,Online,37,259.78,45.84,66.32
RD002,Pirate Rubber Duck,Themed,Pink,Mini,14.35,2023-08-27,ORD101012,CUST4644,IA,Midwest,Online,6,81.8,4.3,21.68
RD006,Mini Rubber Duck,Mini,Yellow,Standard,11.03,2024-10-06,ORD101013,CUST2645,MD,Mid-Atlantic,Wholesale,30,330.9,0.0,123.52
RD004,Superhero Rubber Duck,Themed,Blue,Mini,21.58,2023-01-17,ORD101014,CUST7163,NM,West,Retail,41,884.78,0.0,276.67
RD004,Superhero Rubber Duck,Themed,Purple,Mini,7.17,2024-02-11,ORD101015,CUST9459,MS,South,Retail,12,73.13,12.91,28.33
RD001,Classic Rubber Duck,Classic,Green,Large,14.29,2023-03-21,ORD101016,CUST5310,MI,Midwest,Marketplace,40,543.02,28.58,184.34
RD004,Superhero Rubber Duck,Themed,Purple,Standard,15.13,2024-08-21,ORD101017,CUST9031,MS,South,Marketplace,12,163.4,18.16,43.54
RD006,Mini Rubber Duck,Mini,Green,Standard,10.19,2024-08-11,ORD101018,CUST6331,ID,West,Retail,15,152.85,0.0,47.27
RD007,Jumbo Rubber Duck,Large,Purple,Mini,13.75,2025-03-26,ORD101019,CUST8925,NH,Northeast,Marketplace,21,288.75,0.0,133.72
RD007,Jumbo Rubber Duck,Large,Yellow,Large,10.1,2025-04-17,ORD101020,CUST6295,NY,Mid-Atlantic,Wholesale,33,316.63,16.67,92.5
RD006,Mini Rubber Duck,Mini,Pink,Standard,20.98,2023-04-22,ORD101021,CUST4587,IA,Midwest,Wholesale,28,499.32,88.12,196.69
RD001,Classic Rubber Duck,Classic,Orange,Large,12.6,2023-08-14,ORD101022,CUST6401,MS,South,Retail,37,442.89,23.31,170.63
RD001,Classic Rubber Duck,Classic,Purple,Mini,5.89,2023-05-10,ORD101023,CUST9497,MA,Northeast,Retail,46,243.85,27.09,60.14
RD006,Mini Rubber Duck,Mini,Pink,Mini,24.68,2024-04-14,ORD101024,CUST7125,NV,West,Wholesale,35,734.23,129.57,159.86
RD007,Jumbo Rubber Duck,Large,Yellow,Large,19.39,2025-12-14,ORD101025,CUST7519,MD,Mid-Atlantic,Marketplace,1,19.39,0.0,6.57
RD001,Classic Rubber Duck,Classic,Green,Large,10.32,2023-09-11,ORD101026,CUST7565,PA,Mid-Atlantic,Retail,15,147.06,7.74,76.09
RD005,Glow Rubber Duck,Specialty,Yellow,Large,5.54,2023-11-07,ORD101027,CUST7408,ME,Northeast,Retail,47,221.32,39.06,102.84
RD005,Glow Rubber Duck,Specialty,Yellow,Standard,14.75,2024-02-20,ORD101028,CUST8723,AL,South,Marketplace,2,26.55,2.95,11.25
RD005,Glow Rubber Duck,Specialty,Orange,Mini,8.66,2025-12-28,ORD101029,CUST7265,MI,Midwest,Online,27,210.44,23.38,76.97
RD008,Holiday Rubber Duck,Seasonal,Green,Mini,20.01,2023-02-20,ORD101030,CUST8325,MN,Midwest,Wholesale,46,920.46,0.0,402.18
RD008,Holiday Rubber Duck,Seasonal,Yellow,Large,17.49,2023-06-21,ORD101031,CUST3773,OR,West,Retail,22,365.54,19.24,114.5
RD008,Holiday Rubber Duck,Seasonal,Yellow,Standard,5.75,2024-04-21,ORD101032,CUST5129,NV,West,Marketplace,26,127.07,22.43,40.23
RD005,Glow Rubber Duck,Specialty,Purple,Mini,7.15,2024-07-03,ORD101033,CUST9007,TX,South,Marketplace,21,127.63,22.52,27.35
RD006,Mini Rubber Duck,Mini,Purple,Mini,13.68,2025-05-21,ORD101034,CUST7155,PA,Mid-Atlantic,Retail,31,424.08,0.0,135.58
RD001,Classic Rubber Duck,Classic,Yellow,Standard,19.7,2023-08-21,ORD101035,CUST9113,MD,Mid-Atlantic,Retail,11,205.86,10.84,84.64
RD008,Holiday Rubber Duck,Seasonal,Green,Standard,22.35,2023-08-29,ORD101036,CUST5441,DC,Mid-Atlantic,Wholesale,27,512.93,90.52,239.98
RD006,Mini Rubber Duck,Mini,Orange,Large,7.47,2025-01-30,ORD101037,CUST5116,NM,West,Marketplace,19,134.83,7.1,42.48
RD008,Holiday Rubber Duck,Seasonal,Yellow,Standard,23.46,2025-08-28,ORD101038,CUST7820,PA,Mid-Atlantic,Retail,47,1047.49,55.13,506.04
RD003,Princess Rubber Duck,Themed,Purple,Mini,24.85,2024-02-13,ORD101039,CUST9810,MI,Midwest,Marketplace,1,22.36,2.49,6.82
RD006,Mini Rubber Duck,Mini,Pink,Large,17.11,2024-04-07,ORD101040,CUST1231,ME,Northeast,Retail,39,633.93,33.36,322.51
RD005,Glow Rubber Duck,Specialty,Pink,Large,23.13,2025-04-05,ORD101041,CUST9864,TX,South,Retail,28,582.88,64.76,231.98
RD002,Pirate Rubber Duck,Themed,Blue,Large,6.15,2023-07-29,ORD101042,CUST7274,WA,West,Wholesale,14,77.49,8.61,34.91
RD005,Glow Rubber Duck,Specialty,Blue,Mini,23.08,2024-04-19,ORD101043,CUST3400,NM,West,Retail,14,306.96,16.16,161.34
RD003,Princess Rubber Duck,Themed,Green,Large,10.78,2025-06-19,ORD101044,CUST8728,OH,Midwest,Wholesale,4,40.96,2.16,16.04
RD005,Glow Rubber Duck,Specialty,Purple,Standard,6.45,2025-02-28,ORD101045,CUST6816,HI,West,Wholesale,36,197.37,34.83,70.98
RD006,Mini Rubber Duck,Mini,Purple,Mini,22.54,2024-07-22,ORD101046,CUST8163,OR,West,Marketplace,14,299.78,15.78,83.19
RD008,Holiday Rubber Duck,Seasonal,Green,Large,6.52,2025-01-18,ORD101047,CUST6668,AR,South,Marketplace,28,164.3,18.26,74.02
RD004,Superhero Rubber Duck,Themed,Blue,Standard,22.39,2023-01-22,ORD101048,CUST6914,MT,West,Retail,13,247.41,43.66,89.2
RD001,Classic Rubber Duck,Classic,Orange,Standard,10.89,2023-01-27,ORD101049,CUST1549,AZ,West,Wholesale,24,235.22,26.14,84.76
RD008,Holiday Rubber Duck,Seasonal,Orange,Mini,24.9,2023-04-28,ORD101050,CUST8713,OH,Midwest,Marketplace,46,1030.86,114.54,436.92
RD008,Holiday Rubber Duck,Seasonal,Orange,Large,19.74,2023-03-01,ORD101051,CUST3509,DE,Mid-Atlantic,Retail,42,829.08,0.0,448.08
RD003,Princess Rubber Duck,Themed,Pink,Mini,21.51,2023-05-08,ORD101052,CUST9914,MA,Northeast,Wholesale,8,172.08,0.0,75.57
RD004,Superhero Rubber Duck,Themed,Orange,Large,4.34,2023-12-13,ORD101053,CUST7000,AK,West,Online,44,171.86,19.1,43.07
RD007,Jumbo Rubber Duck,Large,Blue,Large,18.05,2025-10-24,ORD101054,CUST5368,NE,Midwest,Online,5,85.74,4.51,26.51
RD003,Princess Rubber Duck,Themed,Pink,Standard,9.78,2023-01-07,ORD101055,CUST6745,OH,Midwest,Online,13,108.07,19.07,45.36
RD006,Mini Rubber Duck,Mini,Blue,Large,21.55,2023-07-05,ORD101056,CUST2415,SD,Midwest,Retail,6,109.91,19.39,48.88
RD006,Mini Rubber Duck,Mini,Purple,Standard,24.27,2024-03-21,ORD101057,CUST8542,NM,West,Online,50,1152.82,60.68,367.46
RD004,Superhero Rubber Duck,Themed,Purple,Standard,18.29,2025-02-15,ORD101058,CUST3916,TX,South,Wholesale,13,225.88,11.89,100.43
RD003,Princess Rubber Duck,Themed,Pink,Standard,12.68,2023-12-29,ORD101059,CUST8202,UT,West,Wholesale,13,148.36,16.48,37.77
RD002,Pirate Rubber Duck,Themed,Yellow,Large,16.14,2023-12-16,ORD101060,CUST7318,MN,Midwest,Retail,23,315.54,55.68,71.51
RD004,Superhero Rubber Duck,Themed,Orange,Large,17.56,2025-10-28,ORD101061,CUST5406,MN,Midwest,Online,44,695.38,77.26,307.62
RD004,Superhero Rubber Duck,Themed,Green,Mini,13.81,2024-01-17,ORD101062,CUST8655,SC,South,Wholesale,3,41.43,0.0,17.43
RD006,Mini Rubber Duck,Mini,Yellow,Mini,17.81,2025-01-04,ORD101063,CUST7904,CO,West,Marketplace,3,48.09,5.34,14.68
RD006,Mini Rubber Duck,Mini,Orange,Mini,22.95,2025-08-14,ORD101064,CUST1356,AR,South,Marketplace,12,247.86,27.54,102.84
RD008,Holiday Rubber Duck,Seasonal,Pink,Large,18.57,2024-05-13,ORD101065,CUST7114,WY,West,Wholesale,47,741.87,130.92,245.78
RD008,Holiday Rubber Duck,Seasonal,Orange,Standard,4.83,2024-07-05,ORD101066,CUST1467,WI,Midwest,Retail,15,72.45,0.0,32.22
RD003,Princess Rubber Duck,Themed,Blue,Large,24.26,2023-10-13,ORD101067,CUST6458,KY,South,Online,34,783.6,41.24,216.21
RD002,Pirate Rubber Duck,Themed,Yellow,Large,20.07,2025-08-01,ORD101068,CUST3416,OK,South,Retail,23,392.37,69.24,138.95
RD003,Princess Rubber Duck,Themed,Blue,Large,5.68,2024-05-16,ORD101069,CUST7131,GA,South,Online,16,86.34,4.54,35.53
RD008,Holiday Rubber Duck,Seasonal,Purple,Standard,6.09,2025-08-25,ORD101070,CUST8593,PA,Mid-Atlantic,Retail,36,186.35,32.89,49.39
RD002,Pirate Rubber Duck,Themed,Purple,Large,10.68,2024-08-02,ORD101071,CUST7956,IN,Midwest,Marketplace,9,81.7,14.42,19.86
RD002,Pirate Rubber Duck,Themed,Blue,Standard,18.06,2023-12-31,ORD101072,CUST6935,MS,South,Wholesale,38,686.28,0.0,339.42
RD001,Classic Rubber Duck,Classic,Yellow,Mini,19.78,2024-01-20,ORD101073,CUST5946,WY,West,Marketplace,5,93.95,4.95,46.03
RD002,Pirate Rubber Duck,Themed,Purple,Standard,17.72,2025-03-03,ORD101074,CUST1570,AL,South,Wholesale,28,471.35,24.81,212.73
RD007,Jumbo Rubber Duck,Large,Pink,Large,12.35,2023-06-19,ORD101075,CUST2661,NJ,Mid-Atlantic,Marketplace,34,419.9,0.0,182.14
RD001,Classic Rubber Duck,Classic,Green,Large,6.69,2023-01-24,ORD101076,CUST7581,PA,Mid-Atlantic,Marketplace,33,187.65,33.12,50.42
RD001,Classic Rubber Duck,Classic,Orange,Standard,9.42,2025-07-11,ORD101077,CUST8758,AL,South,Wholesale,41,386.22,0.0,154.14
RD006,Mini Rubber Duck,Mini,Blue,Mini,24.59,2023-06-13,ORD101078,CUST6523,NH,Northeast,Wholesale,35,731.55,129.1,157.0
RD004,Superhero Rubber Duck,Themed,Yellow,Mini,19.27,2024-07-30,ORD101079,CUST9021,WY,West,Marketplace,30,491.38,86.72,224.22
RD006,Mini Rubber Duck,Mini,Yellow,Large,18.4,2024-08-29,ORD101080,CUST5378,RI,Northeast,Retail,17,265.88,46.92,98.73
RD005,Glow Rubber Duck,Specialty,Pink,Large,4.36,2023-08-17,ORD101081,CUST1599,AL,South,Marketplace,21,82.4,9.16,26.64
